Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,chro,domain
177,Tb427_030035900,-3.1510378868922784,6.900092786915496,0.00021422749987016205,unspecified product,Chr3_core_Tb427v10,
178,Tb427_010016900,-3.1431687797776044,5.6070099064290275,4.063779041968859e-08,hypothetical protein  conserved,Chr1_core_Tb427v10,
179,Tb427_000724200,-3.1421586751999886,0.5460754658185598,1.3072423400949425e-05,Leucine Rich repeat  putative,unitig_2170_Tb427v10,internalin_A superfamily; internalin_A superfamily; PLN00113 superfamily
180,Tb427_000606300,-3.137276484252567,-0.724036500760718,0.0007793988897458742,Reverse transcriptase (RNA-dependent DNA polymerase)/Zinc finger  C2H2 type  putative,Chr9_3B_Tb427v10,RT_nLTR_like; RNase_H_like superfamily
181,Tb427_000134800,-3.1369824137211304,0.042798166953611286,3.594417491857022e-05,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,Chr11_3A_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR; EEP superfamily
182,Tb427_000770900,-3.1331216527657784,2.610468864856972,0.00014572895554134857,unspecified product,unitig_2455_Tb427v10,
183,Tb427_000726300,-3.1312038730248744,0.344829904728756,0.00011263941933978447,Retrotransposon hot spot protein  putative,unitig_2174_Tb427v10,RHSP superfamily
184,Tb427_000775700,-3.1280078005070355,7.647588633881867,0.00014843970045802933,unspecified product,unitig_2474_Tb427v10,
185,Tb427_000728200,-3.1276874626884315,-0.97191432533452,0.0003341441921712053,RNase H  putative,unitig_2184_Tb427v10,Rnase_HI_RT_non_LTR
186,Tb427_100171700,-3.121878689296594,2.588697209238178,5.974090640807281e-05,unspecified product,Chr10_core_Tb427v10,
187,Tb427_000747500,-3.1127926729088937,6.244667593926956,0.0002320937617247165,unspecified product,unitig_223_Tb427v10,
188,Tb427_100134900,-3.1114102602628804,2.0312605125403755,2.8005683054462657e-06,hypothetical protein,Chr10_core_Tb427v10,
189,Tb427_000730700,-3.1085952967234065,3.175749639297309,0.00022603762977475053,unspecified product,unitig_2198_Tb427v10,
190,Tb427_000495900,-3.0999206767838023,0.7584488295356028,1.483845277142318e-05,RNA polymerase Rpb2  domain 6  putative,Chr8_3A_Tb427v10,RNA_pol_B_RPB2 superfamily
191,Tb427_030037000,-3.0963653454032563,1.4147696939086496,7.671331890615912e-06,hypothetical protein  conserved,Chr3_core_Tb427v10,RT_like superfamily
192,Tb427_020025800,-3.095429550532222,2.68932820841429,2.550505794676337e-06,hypothetical protein  conserved,Chr2_core_Tb427v10,
193,Tb427_000731700,-3.0889711050139965,3.1508934242005564,7.609518094827513e-05,unspecified product,unitig_2198_Tb427v10,
194,Tb427_000551800,-3.0806919871165963,-0.7858623997379006,9.19245656345102e-05,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,Chr9_3A_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR; EEP superfamily
195,Tb427_000635800,-3.075696571907796,-0.0586326230672188,3.363958714065271e-05,Retrotransposon hot spot protein  putative,unitig_148_Tb427v10,RHSP superfamily
196,Tb427_000774500,-3.0751835912353163,-0.06862657416800934,0.0005988867555770424,Retrotransposon hot spot protein  putative,unitig_2467_Tb427v10,RHSP superfamily
197,Tb427_070075700,-3.0690346057372735,0.8646903473467196,2.2159425091845065e-05,hypothetical protein  conserved,Chr7_core_Tb427v10,RT_like superfamily
198,Tb427_000771600,-3.0581308618187713,3.170605173439677,2.270330683035513e-05,unspecified product,unitig_2456_Tb427v10,
199,Tb427_000751600,-3.0536408867845237,2.9592148153535884,1.961216534607739e-05,unspecified product,unitig_2311_Tb427v10,
200,Tb427_070066400,-3.0490759218673884,0.8996929900707302,5.84976147273764e-05,hypothetical protein  conserved,Chr7_core_Tb427v10,
201,Tb427_000725300,-3.041115426884135,-0.7271617017600156,8.691811904687783e-05,Retrotransposon hot spot protein  putative,unitig_2171_Tb427v10,RHSP superfamily
202,Tb427_000757400,-3.038264844472637,0.5294529417950017,1.961216534607739e-05,hypothetical protein,unitig_2332_Tb427v10,
203,Tb427_000753100,-3.0317057878985083,2.8412685916406835,4.532225512210346e-05,unspecified product,unitig_2313_Tb427v10,
204,Tb427_000385900,-3.0291101170027765,-0.9723002041819984,0.001751819798597821,Reverse transcriptase (RNA-dependent DNA polymerase)  putative,Chr6_3A_Tb427v10,RT_like superfamily
205,Tb427_100130200,-3.028527904981839,-0.1751679207991024,8.145145976996334e-05,hypothetical protein  conserved,Chr10_core_Tb427v10,
206,Tb427_000081900,-3.027076662895567,-0.26648455820006645,6.490273012257135e-05,Reverse transcriptase (RNA-dependent DNA polymerase)/Zinc finger  C2H2 type  putative,Chr10_3B_Tb427v10,RT_nLTR_like; RNase_H_like superfamily
207,Tb427_000664500,-3.0189650072008574,5.7482584197779945,2.096139454068195e-05,unspecified product,unitig_1878_Tb427v10,
208,Tb427_000828800,-3.0052268489336402,-0.8115702250293858,0.00014138320639172595,hypothetical protein  conserved,unitig_316_Tb427v10,
209,Tb427_000665700,-2.9993927461564973,0.7076903539968448,9.661983220567127e-05,hypothetical protein  conserved,unitig_1879_Tb427v10,RT_like superfamily
210,Tb427_000707500,-2.9981995176280867,-0.41506242577504426,0.0009672587590073679,Retrotransposon hot spot protein  putative,unitig_2087_Tb427v10,RHSP superfamily
211,Tb427_000784100,-2.970530814097612,-0.3007122179105102,0.00012373410746723565,Protein of unknown function (DUF2974)  putative,unitig_2495_Tb427v10,
212,Tb427_000741900,-2.9650627166114507,-0.12467994286986732,4.126308737324204e-05,Retrotransposon hot spot protein  putative,unitig_2222_Tb427v10,RHSP superfamily
213,Tb427_000772600,-2.9579619479486903,3.2722655313576907,1.5064256123251305e-05,unspecified product,unitig_2457_Tb427v10,
214,Tb427_000665100,-2.9509929034384235,3.1158647358265648,5.3080064226225175e-05,unspecified product,unitig_1879_Tb427v10,
215,Tb427_000708800,-2.9461002861989267,-0.6456687143124226,0.0001922706032272499,RNA polymerase Rpb2  domain 6  putative,unitig_2087_Tb427v10,RNA_pol_Rpb2_6
216,Tb427_000364300,-2.9407768068679565,-0.971629641225558,0.00034563000491852786,hypothetical protein  conserved,Chr5_3A_Tb427v10,
217,Tb427_100169700,-2.9357284139011552,0.6041646056376467,3.4104431844101396e-05,hypothetical protein  conserved,Chr10_core_Tb427v10,
218,Tb427_000688500,-2.9345504145877594,1.30093001524136,1.3072423400949425e-05,RNA polymerase Rpb2  domain 4  putative,unitig_1928_Tb427v10,RNA_pol_Rpb2_4
219,Tb427_000820300,-2.9342110116999542,-0.8132258815211564,0.00014138320639172595,Protein of unknown function (DUF1181)  putative,unitig_3048_Tb427v10,PTZ00204
220,Tb427_000730000,-2.9271517451481017,3.494049603922486,7.4488449741917755e-06,unspecified product,unitig_2196_Tb427v10,
221,Tb427_000794300,-2.9123319143541724,-0.9467344839415512,0.00047339761970352615,Retrotransposon hot spot protein  putative,unitig_2569_Tb427v10,RHSP superfamily
222,Tb427_020008000,-2.9063129377046306,4.780779366568669,1.6432803283927095e-07,hypothetical protein  conserved,Chr2_core_Tb427v10,
223,Tb427_110115600,-2.9010560241973704,0.4198505842454717,4.3607824955882615e-05,unspecified product,Chr11_core_Tb427v10,
224,Tb427_000746400,-2.897190746960662,0.07755566195087467,6.343696889406469e-05,Adenylate and Guanylate cyclase catalytic domain containing protein  putative,unitig_2231_Tb427v10,Nucleotidyl_cyc_III superfamily
225,Tb427_000240900,-2.8904258756291283,-0.045862123914667284,4.749114755851774e-05,Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,Chr1_3A_Tb427v10,RT_like superfamily; Rnase_HI_RT_non_LTR
226,Tb427_000348300,-2.888271418288666,0.6401980227863715,1.738425573074014e-05,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative,Chr4_5B_Tb427v10,RNA_pol_Rpb2_4; RNA_pol_Rpb2_6
227,Tb427_000098700,-2.8837094646995265,0.21126900831402848,5.965032200842725e-05,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,Chr10_3B_Tb427v10,RT_nLTR_like; RNase_H_like superfamily; EEP superfamily; lambda-1 superfamily
228,Tb427_080020400,-2.8729848444371,5.13460933198093,5.618035721908372e-08,hypothetical protein  conserved,Chr8_core_Tb427v10,
229,Tb427_000803800,-2.8729093077992096,-0.5276382853055546,0.000645535443451986,Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,unitig_2702_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR
230,Tb427_000790700,-2.868929110740064,-0.4829527172081476,0.00021628523196261628,Protein of unknown function (DUF1181)  putative,unitig_2565_Tb427v10,PTZ00204
231,Tb427_000715200,-2.86699817347045,-0.8330963858385351,0.000513066668121931,Endonuclease-reverse transcriptase  putative,unitig_2128_Tb427v10,EEP superfamily
232,Tb427_000707200,-2.8644118825315013,0.2379801900164493,3.810843978195529e-05,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative,unitig_2085_Tb427v10,PRK08565 superfamily; RNA_pol_Rpb2_6
233,Tb427_000269700,-2.8612605948130208,-0.5536890197183271,0.00022018604762938292,hypothetical protein  conserved,Chr1_5A_Tb427v10,
234,Tb427_000758600,-2.8601139751567373,-0.9964564071241092,0.0013786893414629842,hypothetical protein  conserved,unitig_2333_Tb427v10,
235,Tb427_000661900,-2.8592972660228604,1.008261870493997,1.7263180299128174e-05,RNA polymerase Rpb2  domain 4  putative,unitig_1863_Tb427v10,RNA_pol_Rpb2_4
236,Tb427_100166400,-2.8475355911813662,1.712953710860832,1.659295478096645e-05,unspecified product,Chr10_core_Tb427v10,
237,Tb427_030035800,-2.8419404849932213,3.239963780984065,2.8535348671741626e-05,unspecified product,Chr3_core_Tb427v10,
238,Tb427_000742100,-2.841644329702477,0.05810464042319768,4.310484427762088e-05,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative,unitig_2222_Tb427v10,RNA_pol_Rpb2_4; RNA_pol_Rpb2_6
239,Tb427_100047100,-2.8357231700675185,6.750282988741274,1.2986036271013465e-07,Ubiquinol-cytochrome C reductase complex 14kD subunit  putative,Chr10_core_Tb427v10,
240,Tb427_000688600,-2.8355612314699683,-0.03136744616724106,4.835287742769229e-05,Retrotransposon hot spot protein  putative,unitig_1928_Tb427v10,RHSP superfamily
241,Tb427_040054300,-2.8301937090979967,-0.25794607032395106,0.0001521644063487058,hypothetical protein  conserved,Chr4_core_Tb427v10,
242,Tb427_110116400,-2.8281717528153365,0.3348512340621845,0.00046820918063377695,unspecified product,Chr11_core_Tb427v10,
243,Tb427_070076200,-2.8222760973855507,8.19208253258849,0.00026721520242613484,unspecified product,Chr7_core_Tb427v10,
244,Tb427_060005700,-2.8182219691316903,0.21130485934498489,6.646666292162974e-05,hypothetical protein  conserved,Chr6_core_Tb427v10,PPP1R42
245,Tb427_000666500,-2.8178893329843206,4.6680799040699545,0.00036261606351804614,hypothetical protein  conserved,unitig_1881_Tb427v10,
246,Tb427_030036400,-2.8173390680196384,3.236636919536304,3.5831446539400504e-05,unspecified product,Chr3_core_Tb427v10,
247,Tb427_000769000,-2.815957752235213,-0.8939455905214411,0.0016034023413691435,hypothetical protein  conserved,unitig_2453_Tb427v10,internalin_A superfamily; internalin_A superfamily; internalin_A superfamily; AMN1 superfamily
248,Tb427_080032500,-2.812789980084188,-0.6357287132535613,0.0003493436527495178,unspecified product,Chr8_core_Tb427v10,
249,Tb427_000832300,-2.8100680108504577,-0.17794708721991365,0.0013160737629846768,Adenylate and Guanylate cyclase catalytic domain containing protein  putative,unitig_376_Tb427v10,Nucleotidyl_cyc_III superfamily
250,Tb427_000840200,-2.8099784038607845,-0.9731651539962808,0.0002525156996916227,Retrotransposon hot spot protein  putative,unitig_52_Tb427v10,RHSP superfamily
251,Tb427_000011300,-2.8094636916186677,-0.6642648231258189,0.0001808302405378163,hypothetical protein  conserved,BES15_Tb427v10,
252,Tb427_110085300,-2.8003128854146517,-0.4577373203126005,0.00012896732541372186,hypothetical protein  conserved,Chr11_core_Tb427v10,
253,Tb427_000699800,-2.8002383169708307,-0.24947860336081176,0.0008656570541668184,Adenylate and Guanylate cyclase catalytic domain containing protein  putative,unitig_2014_Tb427v10,Nucleotidyl_cyc_III superfamily
254,Tb427_000707100,-2.7989211694976537,-0.3566650356439601,0.00037759505411640726,Retrotransposon hot spot protein  putative,unitig_2085_Tb427v10,RHSP superfamily
255,Tb427_000348600,-2.79567463447349,-0.1760667695181102,0.0001803851585049837,Retrotransposon hot spot protein  putative,Chr4_5B_Tb427v10,RHSP superfamily
256,Tb427_000817300,-2.7954802937397285,-0.6794110019935239,0.000249320614059356,Retrotransposon hot spot protein  putative,unitig_301_Tb427v10,RHSP superfamily
257,Tb427_000766300,-2.7940033307687804,-0.6658871425256785,0.00014432995857111165,hypothetical protein  conserved,unitig_2451_Tb427v10,
258,Tb427_070071200,-2.7928134632880597,-0.3434252045089282,0.0011311683134367634,Trypanosome variant surface glycoprotein (A-type)/Trypanosome variant surface glycoprotein C-terminal domain containing protein  putative,Chr7_core_Tb427v10,Trypan_glycop; Trypan_glycop_C
259,Tb427_000694500,-2.791351104982587,-0.9722146085518428,0.0012566584908548447,hypothetical protein  conserved,unitig_1973_Tb427v10,
260,Tb427_000837700,-2.7851790314413187,-0.490159628746733,0.0008863868430373668,Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,unitig_517_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR
261,Tb427_000334400,-2.773580887739966,-0.6436144016225921,0.00015828113199523858,hypothetical protein  conserved,Chr4_3A_Tb427v10,lambda-1 superfamily
262,Tb427_000273900,-2.7691425413315054,-0.31596319357761404,0.0002818893207432143,hypothetical protein  conserved,Chr1_5A_Tb427v10,
263,Tb427_000742200,-2.763754189771262,0.2488024691464748,6.947807546455885e-05,Retrotransposon hot spot protein  putative,unitig_2222_Tb427v10,RHSP superfamily
264,Tb427_000689000,-2.7634972973776795,1.3833635465372136,8.632993852538463e-06,RNA polymerase Rpb2  domain 4  putative,unitig_1930_Tb427v10,RNA_pol_Rpb2_4
265,Tb427_000753300,-2.7596772513312136,4.698659268255419,0.00032165325913673755,hypothetical protein  conserved,unitig_2313_Tb427v10,
266,Tb427_050028100,-2.7570954535754826,7.207052198126143,9.454521681608883e-08,META domain containing protein  putative,Chr5_core_Tb427v10,META
267,Tb427_000798400,-2.749554628955364,0.8011104939845906,3.004894547325009e-05,hypothetical protein  conserved,unitig_2610_Tb427v10,
268,Tb427_060008500,-2.749401871237355,5.842644334937479,3.0975866986383236e-06,hypothetical protein  conserved,Chr6_core_Tb427v10,
269,Tb427_000661500,-2.731397212891572,0.9974207773089828,2.651912484692713e-05,RNA polymerase Rpb2  domain 4  putative,unitig_1860_Tb427v10,RNA_pol_Rpb2_4
270,Tb427_080033100,-2.7263305125899797,2.0797276898117096,6.17705009605773e-05,unspecified product,Chr8_core_Tb427v10,
271,Tb427_000723600,-2.7256916668806905,0.2333371959595896,0.00010849225538800459,Leucine Rich repeat  putative,unitig_2169_Tb427v10,internalin_A superfamily; internalin_A superfamily
272,Tb427_000808200,-2.725452056633224,0.2817608275018743,9.36515368145934e-05,RNA polymerase Rpb2  domain 4  putative,unitig_284_Tb427v10,RNA_pol_Rpb2_4
273,Tb427_000682900,-2.7222043548484067,0.3324777063879522,8.65698335916875e-05,RNA polymerase Rpb2  domain 6  putative,unitig_1912_Tb427v10,RNA_pol_B_RPB2 superfamily
274,Tb427_010027900,-2.722181862905075,2.7432287998749314,3.0636416223778286e-06,hypothetical protein  conserved,Chr1_core_Tb427v10,
275,Tb427_000786300,-2.7188947293562875,0.5914209780703639,8.410538289316899e-05,Retrotransposon hot spot protein  putative,unitig_2507_Tb427v10,RHSP superfamily
276,Tb427_110114400,-2.7166784393804813,0.32740918123726354,6.75107201746126e-05,unspecified product,Chr11_core_Tb427v10,
277,Tb427_000808500,-2.7160348118300943,-0.015570105019274168,5.7233316065173524e-05,Retrotransposon hot spot protein  putative,unitig_284_Tb427v10,RHSP superfamily
278,Tb427_010025900,-2.7158044661144105,3.5064478112728215,4.3034961883931854e-05,unspecified product,Chr1_core_Tb427v10,
279,Tb427_000799000,-2.7152056271489755,-0.26323796782389863,0.00012537461804444097,Leucine Rich repeat  putative,unitig_2611_Tb427v10,AMN1 superfamily; internalin_A superfamily; PLN00113 superfamily
280,Tb427_000663900,-2.711979579447074,4.702222007180904,0.0003779112936938415,hypothetical protein  conserved,unitig_1878_Tb427v10,
281,Tb427_000790200,-2.7062272119649444,0.5836259768925782,3.991044773087761e-05,Retrotransposon hot spot protein  putative,unitig_2534_Tb427v10,RHSP superfamily
282,Tb427_000679700,-2.702657683520381,-0.17969823199715454,7.948154307839124e-05,Retrotransposon hot spot protein  putative,unitig_190_Tb427v10,RHSP superfamily
283,Tb427_000727300,-2.6966956414628656,-0.9489634464567404,0.00037584058353093305,hypothetical protein  conserved,unitig_2175_Tb427v10,Sec63
284,Tb427_000674000,-2.6961298752179124,-0.6778785685626855,0.00022950858489654638,Retrotransposon hot spot protein  putative,unitig_1900_Tb427v10,RHSP superfamily
285,Tb427_000652300,-2.691846375042044,-0.6251823622095122,0.00020592359173680878,hypothetical protein  conserved,unitig_1852_Tb427v10,
286,Tb427_000544900,-2.6794053312057136,1.0239658719931897,1.5395915457421638e-05,hypothetical protein  conserved,Chr8_5B_Tb427v10,internalin_A superfamily; internalin_A superfamily
287,Tb427_110126000,-2.6775202137770977,1.0504065059788383,7.862309986007772e-05,Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,Chr11_core_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR
288,Tb427_070073800,-2.665331835493863,5.099679139706813,2.1092299892009246e-06,hypothetical protein  conserved,Chr7_core_Tb427v10,
289,Tb427_070074900,-2.662186605646813,5.901609701303473,1.914029686017343e-07,BNR repeat-like domain/BNR/Asp-box repeat  putative,Chr7_core_Tb427v10,BNR_3 superfamily
290,Tb427_000744600,-2.6601379937076985,2.449120257343097,1.1290474994957118e-05,Retrotransposon hot spot protein  putative,unitig_2229_Tb427v10,RHSP superfamily
291,Tb427_000729100,-2.656381470936541,7.737873307837102,0.0003099809662651666,unspecified product,unitig_2196_Tb427v10,
292,Tb427_000348800,-2.6514965916154414,0.1082486195309338,0.00115925732250145,Retrotransposon hot spot protein  putative,Chr4_5B_Tb427v10,RHSP superfamily
