Gene_acc,Gene_id,BSF1,BSF2,PCF1,PCF2,Desc
391,Tb427_000708000,42,38,35,51,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative
392,Tb427_070076100,112,93,1181,794,unspecified product
393,Tb427_000768400,42,44,66,42,Retrotransposon hot spot protein  putative
394,Tb427_000683600,45,28,30,41,RNA polymerase Rpb2  domain 6  putative
395,Tb427_000752300,57,46,506,289,unspecified product
396,Tb427_000786400,34,29,25,33,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative
397,Tb427_000772700,1826,1682,24987,17484,unspecified product
398,Tb427_020009100,47,59,76,77,hypothetical protein  conserved
399,Tb427_000722300,20,19,15,15,hypothetical protein  conserved
400,Tb427_000275400,17,4,18,11,Protein of unknown function (DUF1181)  putative
401,Tb427_040005800,468,546,1850,2143,hypothetical protein  conserved
402,Tb427_000665900,1736,1538,22950,16199,unspecified product
403,Tb427_000731500,1767,1503,22920,16222,unspecified product
404,Tb427_000667100,1824,1555,23554,16956,unspecified product
405,Tb427_110051900,3906,4012,43316,55838,Aldo/keto reductase family  putative
406,Tb427_000790600,81,100,126,98,hypothetical protein  conserved
407,Tb427_000785800,24,32,33,32,Retrotransposon hot spot protein  putative
408,Tb427_000707700,59,78,98,90,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative
409,Tb427_030035600,1824,1580,23785,16774,unspecified product
410,Tb427_000655800,9,24,14,23,hypothetical protein  conserved
411,Tb427_000334300,26,29,37,26,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
412,Tb427_000680200,12,14,11,18,hypothetical protein  conserved
413,Tb427_000688100,48,53,63,61,RNA polymerase Rpb2  domain 4  putative
414,Tb427_000635200,50,44,54,57,Retrotransposon hot spot protein  putative
415,Tb427_000700300,15,14,12,19,hypothetical protein  conserved
416,Tb427_110011900,27,49,55,46,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)  putative
417,Tb427_000746900,23,25,37,26,hypothetical protein  conserved
418,Tb427_000667300,84,63,722,521,unspecified product
419,Tb427_000769900,13,28,32,37,hypothetical protein
420,Tb427_000729800,1861,1617,24113,16989,unspecified product
421,Tb427_000793500,73,59,68,66,hypothetical protein  conserved
422,Tb427_000758100,17,14,17,15,Protein of unknown function (DUF2974)  putative
423,Tb427_000497200,71,74,84,74,hypothetical protein  conserved
424,Tb427_000751400,1862,1551,23554,16523,unspecified product
425,Tb427_110101600,65,76,387,332,hypothetical protein  conserved
426,Tb427_110125900,17,27,50,48,hypothetical protein
427,Tb427_000643500,71,77,97,97,hypothetical protein
428,Tb427_000771700,1934,1670,24654,17541,unspecified product
429,Tb427_070042600,93,73,120,106,hypothetical protein  conserved
430,Tb427_070086100,29,32,27,39,Retrotransposon hot spot protein  putative
431,Tb427_000741600,85,74,108,123,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative
432,Tb427_050046600,169,168,431,446,hypothetical protein  conserved
433,Tb427_000701900,33,48,52,48,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
434,Tb427_000688200,19,19,27,41,hypothetical protein  conserved
435,Tb427_000754300,12,16,29,20,Protein of unknown function (DUF1181)  putative
436,Tb427_000660800,97,94,150,131,RNA polymerase Rpb2  domain 4  putative
437,Tb427_000675700,41,37,38,36,RNA polymerase Rpb2  domain 4  putative
438,Tb427_110116800,25,28,68,70,unspecified product
439,Tb427_000348700,29,25,25,16,Retrotransposon hot spot protein  putative
440,Tb427_010008200,31,30,62,53,hypothetical protein
441,Tb427_000701400,24,29,33,37,hypothetical protein  conserved
442,Tb427_070073100,383,383,793,799,hypothetical protein  conserved
443,Tb427_000831500,20,21,14,21,RNase H  putative
444,Tb427_000692900,34,46,45,32,Leucine Rich repeat  putative
445,Tb427_000643300,17,11,16,11,Protein of unknown function (DUF2974)  putative
446,Tb427_000746000,32,35,34,41,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
447,Tb427_000722200,15,7,16,14,Protein of unknown function (DUF1181)  putative
448,Tb427_070084100,11,13,17,12,Protein of unknown function (DUF1181)  putative
449,Tb427_000698000,45,51,48,47,hypothetical protein  conserved
450,Tb427_000693100,17,13,13,18,hypothetical protein  conserved
451,Tb427_110112800,17,24,38,46,unspecified product
452,Tb427_030036200,675,583,8676,6334,unspecified product
453,Tb427_000822300,30,38,31,26,Leucine Rich repeat  putative
454,Tb427_000822400,9,15,18,13,Protein of unknown function (DUF1181)  putative
455,Tb427_100102400,12,34,66,46,hypothetical protein  conserved
456,Tb427_000547600,18,21,30,21,hypothetical protein
457,Tb427_000725100,39,52,50,44,Leucine Rich repeat  putative
458,Tb427_000773100,56,64,102,109,Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
459,Tb427_000733100,13,16,28,22,Protein of unknown function (DUF1181)  putative
460,Tb427_100135100,99,97,456,470,hypothetical protein  conserved
461,Tb427_000816500,16,17,26,30,Protein of unknown function (DUF1181)  putative
462,Tb427_000779700,32,45,54,55,Retrotransposon hot spot protein  putative
463,Tb427_100107200,141,137,666,638,hypothetical protein  conserved
464,Tb427_000269900,20,14,13,7,Retrotransposon hot spot protein  putative
465,Tb427_000705500,14,17,16,14,Retrotransposon hot spot protein  putative
466,Tb427_000804800,86,74,136,129,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
467,Tb427_000839800,45,42,33,48,RNA polymerase Rpb2  domain 4  putative
468,Tb427_110118000,16,38,55,78,unspecified product
469,Tb427_000727400,43,49,70,67,Retrotransposon hot spot protein  putative
470,Tb427_000707000,50,57,81,92,Retrotransposon hot spot protein  putative
471,Tb427_000682500,45,49,50,45,RNA polymerase Rpb2  domain 4  putative
472,Tb427_000676500,26,16,27,27,Retrotransposon hot spot protein  putative
473,Tb427_100055700,30,21,24,21,hypothetical protein  conserved
474,Tb427_000804900,52,66,85,71,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
475,Tb427_000701200,39,35,45,37,Retrotransposon hot spot protein  putative
476,Tb427_000676300,21,19,13,8,RNA polymerase Rpb2  domain 4  putative
477,Tb427_000672000,34,23,34,34,Retrotransposon hot spot protein  putative
478,Tb427_000808600,45,46,39,48,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative
479,Tb427_080054100,38,43,61,40,hypothetical protein  conserved
480,Tb427_000829900,30,33,27,39,RNase H  putative
481,Tb427_060011400,16,17,23,23,hypothetical protein  conserved
482,Tb427_030043000,54,48,177,179,hypothetical protein  conserved
483,Tb427_000699100,33,24,29,25,Retrotransposon hot spot protein  putative
484,Tb427_110115200,30,32,66,91,unspecified product
485,Tb427_110029000,1121,1296,15110,15341,hypothetical protein  conserved
486,Tb427_000727800,14,14,17,20,hypothetical protein  conserved
487,Tb427_000652200,81,118,111,116,hypothetical protein  conserved
488,Tb427_100133900,95,58,107,77,hypothetical protein  conserved
489,Tb427_000658700,79,92,128,139,Retrotransposon hot spot protein  putative
490,Tb427_090027600,12,18,60,48,hypothetical protein  conserved
491,Tb427_000696600,24,25,17,20,Retrotransposon hot spot protein  putative
492,Tb427_000737100,78,90,88,79,hypothetical protein  conserved
493,Tb427_000707800,38,40,37,45,Retrotransposon hot spot protein  putative
494,Tb427_000673300,16,12,16,26,Protein of unknown function (DUF1181)  putative
495,Tb427_000734500,174,100,172,192,hypothetical protein  conserved
496,Tb427_100162700,2378,2534,35275,35112,lactate/malate dehydrogenase  NAD binding domain/lactate/malate dehydrogenase  alpha/beta C-terminal domain containing protein  putative
497,Tb427_000333100,27,18,17,15,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
498,Tb427_000782800,13,14,18,21,Protein of unknown function (DUF1181)  putative
499,Tb427_000748300,16,16,19,20,Endonuclease-reverse transcriptase  putative
500,Tb427_000636000,68,70,74,83,RNA polymerase Rpb2  domain 4  putative
501,Tb427_000693900,13,18,15,16,hypothetical protein  conserved
502,Tb427_000670700,32,23,12,21,Retrotransposon hot spot protein  putative
503,Tb427_090046500,649,714,1144,1225,hypothetical protein  conserved
504,Tb427_000765100,88,118,179,170,RNA polymerase Rpb2  domain 6  putative
505,Tb427_000498700,72,70,85,91,RNA polymerase Rpb2  domain 4  putative
506,Tb427_090044400,1441,1497,8984,8624,hypothetical protein  conserved
507,Tb427_000711400,58,67,84,99,Retrotransposon hot spot protein  putative
508,Tb427_000197600,22,18,51,62,CSL zinc finger containing protein  putative
509,Tb427_000820500,48,40,64,53,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
510,Tb427_030006700,380,403,2678,2822,hypothetical protein  conserved
511,Tb427_000830000,38,38,40,52,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)  putative
512,Tb427_090022500,35,36,64,59,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
513,Tb427_000784300,126,114,162,179,hypothetical protein  conserved
514,Tb427_070075900,3096,2813,40665,29280,unspecified product
515,Tb427_000766400,30,28,39,33,Retrotransposon hot spot protein  putative
516,Tb427_000798000,24,20,13,16,Leucine Rich repeat  putative
517,Tb427_000744300,22,23,35,50,hypothetical protein
518,Tb427_000544700,47,32,49,42,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
519,Tb427_000270700,736,759,1797,1794,RNA polymerase Rpb2  domain 4  putative
520,Tb427_050046700,43,52,70,86,Trypanosome variant surface glycoprotein (A-type)  putative
521,Tb427_080026300,1292,1265,2368,2796,hypothetical protein  conserved
522,Tb427_000800400,57,56,59,59,hypothetical protein  conserved
523,Tb427_000781800,28,22,35,31,hypothetical protein  conserved
524,Tb427_100165800,93,95,195,195,unspecified product
525,Tb427_070064500,616,718,1093,1300,hypothetical protein  conserved
526,Tb427_000774200,19,19,21,27,hypothetical protein  conserved
527,Tb427_000680800,206,194,345,263,hypothetical protein  conserved
528,Tb427_090038100,389,430,870,950,hypothetical protein  conserved
529,Tb427_000640400,16,7,12,16,Protein of unknown function (DUF1181)  putative
530,Tb427_000548100,14,15,12,13,Endonuclease-reverse transcriptase  putative
531,Tb427_000734900,180,110,176,202,hypothetical protein  conserved
532,Tb427_000275200,19,13,19,27,Endonuclease-reverse transcriptase  putative
533,Tb427_000005900,26,25,20,21,Trypanosomal VSG domain/Trypanosome variant surface glycoprotein C-terminal domain containing protein  putative
534,Tb427_110117200,25,35,64,76,unspecified product
535,Tb427_000679100,166,161,227,249,RNA polymerase Rpb2  domain 4  putative
536,Tb427_110117600,24,28,58,61,unspecified product
537,Tb427_000675300,95,79,100,107,RNA polymerase Rpb2  domain 4  putative
538,Tb427_100020800,49,65,201,142,hypothetical protein  conserved
539,Tb427_030032700,523,593,1059,1018,hypothetical protein
540,Tb427_000739500,34,21,19,28,Retrotransposon hot spot protein  putative
541,Tb427_000288300,19,22,23,25,Retrotransposon hot spot protein  putative
542,Tb427_100039000,33,14,24,16,hypothetical protein  conserved
543,Tb427_000782200,50,64,88,85,Retrotransposon hot spot protein  putative
544,Tb427_000744500,35,45,41,48,Retrotransposon hot spot protein  putative
545,Tb427_110114000,31,26,55,76,unspecified product
546,Tb427_000712900,23,15,19,19,Protein of unknown function (DUF2974)  putative
547,Tb427_060052500,1186,1136,2141,2324,hypothetical protein  conserved
548,Tb427_000714900,40,60,52,67,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)  putative
549,Tb427_000806700,153,152,225,206,hypothetical protein
550,Tb427_070077800,674,671,1280,1351,hypothetical protein  conserved
551,Tb427_000498500,31,28,22,27,Retrotransposon hot spot protein  putative
552,Tb427_000833900,47,41,41,36,hypothetical protein  conserved
553,Tb427_000109800,189,204,410,340,hypothetical protein  conserved
554,Tb427_000638500,36,46,60,62,Retrotransposon hot spot protein  putative
555,Tb427_000746200,15,17,13,12,hypothetical protein
556,Tb427_000828600,13,14,20,15,Protein of unknown function (DUF1181)  putative
557,Tb427_000782900,14,18,20,11,hypothetical protein  conserved
558,Tb427_000734700,28,44,32,32,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
559,Tb427_000743600,123,119,177,148,hypothetical protein  conserved
560,Tb427_000650200,24,20,24,20,hypothetical protein  conserved
561,Tb427_000658200,14,16,19,17,hypothetical protein
562,Tb427_100055100,233,280,442,469,hypothetical protein  conserved
563,Tb427_030024200,489,513,934,1008,hypothetical protein  conserved
564,Tb427_000794400,12,17,9,12,Retrotransposon hot spot protein  putative
565,Tb427_000817400,23,16,11,21,hypothetical protein  conserved
566,Tb427_000826200,22,15,28,18,hypothetical protein  conserved
567,Tb427_070076300,384,276,4685,2037,hypothetical protein
568,Tb427_000734200,16,14,26,18,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
569,Tb427_000714000,171,157,219,235,hypothetical protein
570,Tb427_000600200,21,32,19,29,RNase H  putative
571,Tb427_000732900,37,43,57,52,hypothetical protein  conserved
572,Tb427_000499200,324,331,736,757,Retrotransposon hot spot protein  putative
573,Tb427_070022400,763,811,3778,4512,hypothetical protein  conserved
574,Tb427_000652000,21,24,18,16,hypothetical protein  conserved
575,Tb427_000675500,44,43,82,62,Retrotransposon hot spot protein  putative
576,Tb427_110094700,6,23,16,21,hypothetical protein  conserved
577,Tb427_000779900,117,105,108,116,hypothetical protein  conserved
578,Tb427_000710800,63,68,113,112,hypothetical protein  conserved
579,Tb427_000678100,44,59,49,67,Retrotransposon hot spot protein  putative
580,Tb427_000713100,132,121,188,144,hypothetical protein  conserved
581,Tb427_070035000,1373,1322,17110,15935,Nitroreductase family  putative
582,Tb427_000743100,127,117,169,150,hypothetical protein  conserved
583,Tb427_000638600,45,49,55,58,Retrotransposon hot spot protein  putative
584,Tb427_000288400,29,44,38,44,hypothetical protein  conserved
585,Tb427_050020600,100,89,113,117,hypothetical protein  conserved
586,Tb427_100027800,1319,1597,2856,3225,hypothetical protein  conserved
587,Tb427_000757100,16,20,25,22,hypothetical protein
588,Tb427_110114800,27,37,72,68,unspecified product
589,Tb427_000783000,73,71,61,71,hypothetical protein  conserved
590,Tb427_100010200,599,561,2534,2587,hypothetical protein  conserved
591,Tb427_000725500,7,22,10,12,hypothetical protein  conserved
592,Tb427_000275500,383,97,356,382,hypothetical protein  conserved
593,Tb427_000278000,275,330,573,702,hypothetical protein  conserved
594,Tb427_110118400,21,25,43,35,unspecified product
595,Tb427_110113200,25,36,61,71,unspecified product
596,Tb427_000820700,12,11,17,11,hypothetical protein  conserved
597,Tb427_000674700,145,139,181,172,RNA polymerase Rpb2  domain 4  putative
598,Tb427_000378600,30,31,16,23,Retrotransposon hot spot protein  putative
599,Tb427_000006100,36,25,28,28,Trypanosome variant surface glycoprotein (A-type)  putative
600,Tb427_050005400,100,77,96,94,hypothetical protein
601,Tb427_110117400,32,31,162,150,unspecified product
602,Tb427_000817600,44,35,35,23,Leucine Rich repeat  putative
603,Tb427_000726000,83,96,138,105,Retrotransposon hot spot protein  putative
604,Tb427_000679400,41,49,52,49,Retrotransposon hot spot protein  putative
605,Tb427_000767800,45,28,32,59,hypothetical protein  conserved
606,Tb427_000821500,21,21,9,9,Retrotransposon hot spot protein  putative
607,Tb427_070035500,1457,1305,17036,15879,Nitroreductase family  putative
608,Tb427_000495800,35,62,83,94,hypothetical protein  conserved
609,Tb427_010006600,2000,1956,17552,17792,Phosphoglycerate kinase  putative
610,Tb427_000682000,75,61,68,56,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative
611,Tb427_010026500,106,127,230,215,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
612,Tb427_000779500,55,57,45,54,RNA polymerase Rpb2  domain 4  putative
613,Tb427_090013900,26,23,69,91,unspecified product
614,Tb427_000769600,89,71,65,64,hypothetical protein  conserved
615,Tb427_000800300,10,18,12,22,Protein of unknown function (DUF1181)  putative
616,Tb427_000268900,20,22,19,20,Retrotransposon hot spot protein  putative
617,Tb427_000708700,40,59,65,68,Retrotransposon hot spot protein/Endonuclease-reverse transcriptase  putative
618,Tb427_000816800,32,32,35,40,hypothetical protein  conserved
